PVWatts: Hourly PV Performance Data,,,,,,,,,,,,,
Requested Location:,thousand oaks california,,,,,,,,,,,,
Location:,"CAMARILLO (AWOS), CA",,,,,,,,,,,,
Lat (deg N):,34.22,,,,,,,,,,,,
Long (deg W):,119.08,,,,,,,,,,,,
Elev (m):,23,,,,,,,,,,,,
DC System Size (kW):,100,,,,,,,,,,Wh per day,Wh per month,Wh per year
Module Type:,Standard,,,,,,,,,,"303,058","10,871,239","157,361,651"
Array Type:,Fixed (open rack),,,,,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,kWh equivalent,303.058,10871.239,157361.651
Array Azimuth (deg):,180,,,,,,,,,,,,
System Losses:,14.08,,,,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.16,,,,,,,,,,,,
Capacity Factor (%),"18.0	",,,,,,,,,,,,
,,,,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),,,
1,17,7,311,15,4,3.1,103.842,4.683,8035.913,7369.196,,,
1,17,8,636,50,7,2.6,351.648,14.439,29776.133,28565.6,,,
1,17,9,774,69,11,1.5,570.255,26.913,47565.301,45779.051,,,
1,17,10,783,98,13,1.5,707.982,33.453,57988.918,55810.656,,,
1,17,11,776,119,15,5.1,784.241,29.948,65582.188,63092.926,,,
1,17,12,817,119,15,4.6,819.159,31.722,67932.031,65342.184,,,
1,17,13,806,105,15,4.6,749.39,30.377,62384.105,60028.438,,,
1,17,14,617,139,15,4.6,570.731,26.635,48004.453,46202.504,,,
1,17,15,633,100,14,4.1,432.797,23.117,35947.859,34550.918,,,
1,17,16,0,0,13,3.1,0,13,0,0,,,
1,17,17,0,0,11,2.6,0,11,0,0,,,
1,17,18,0,0,10,2.9,0,10,0,0,,,
1,17,19,0,0,9,3.1,0,9,0,0,,,
1,17,20,0,0,8,4.1,0,8,0,0,,,
1,17,21,0,0,8,4.1,0,8,0,0,,,
1,17,22,0,0,7,2.6,0,7,0,0,,,
1,17,23,0,0,7,2.4,0,7,0,0,,,
1,18,0,0,0,5,2.2,0,5,0,0,,,
1,18,1,0,0,4,2.1,0,4,0,0,,,
1,18,2,0,0,3,1.9,0,3,0,0,,,
1,18,3,0,0,4,1.7,0,4,0,0,,,
1,18,4,0,0,3,1.5,0,3,0,0,,,
1,18,5,0,0,3,1.5,0,3,0,0,,,
1,18,6,0,0,3,2.1,0,3,0,0,,,
1,18,7,246,17,4,2.4,90.874,4.37,7186.929,6537.884,,,
1,18,8,503,68,10,2.6,314.516,16.445,26594.246,25474.283,,,
1,18,9,705,85,13,3.1,548.784,25.202,46202.172,44464.199,,,
1,18,10,659,131,15,4.1,657.336,28.88,55087.473,53022.383,,,
1,18,11,806,111,16,4.1,797.06,33.026,65666.414,63173.578,,,
1,18,12,804,123,18,5.1,818.896,33.762,67246.344,64686.051,,,
1,18,13,793,108,18,3.6,744.631,34.946,60633.227,58349.094,,,
1,18,14,604,142,17,6.2,567.081,26.591,47726.969,45934.949,,,
1,18,15,624,98,16,6.2,428.168,22.961,35611.477,34225.059,,,
1,18,16,0,0,14,3.1,0,14,0,0,,,
1,18,17,0,0,12,2.8,0,12,0,0,,,
1,18,18,0,0,10,2.4,0,10,0,0,,,
1,18,19,0,0,8,2.1,0,8,0,0,,,
1,18,20,0,0,7,2.4,0,7,0,0,,,
1,18,21,0,0,4,2.8,0,4,0,0,,,
1,18,22,0,0,8,3.1,0,8,0,0,,,
1,18,23,0,0,8,3.6,0,8,0,0,,,
1,19,0,0,0,8,4.6,0,8,0,0,,,
1,19,1,0,0,8,2.6,0,8,0,0,,,
1,19,2,0,0,8,3.6,0,8,0,0,,,
1,19,3,0,0,8,3.6,0,8,0,0,,,
1,19,4,0,0,7,2.6,0,7,0,0,,,
1,19,5,0,0,4,2.1,0,4,0,0,,,
1,19,6,0,0,5,1.5,0,5,0,0,,,
1,19,7,0,18,7,1.8,17.024,5.242,1598.535,1059.125,,,
1,19,8,43,104,8,2.1,129.373,9.548,11789.699,11041.637,,,
1,19,9,34,166,10,3.1,195.534,13.324,17676.453,16790.27,,,
1,19,10,647,174,14,1.5,692.879,32.631,57053.105,54911.688,,,
1,19,11,543,200,16,3.1,683.404,32.179,56581.719,54458.738,,,
1,19,12,508,229,16,4.6,691.012,29.959,57852.453,55679.582,,,
1,19,13,535,196,16,5.1,646.079,28.279,54413.508,52374.262,,,
1,19,14,584,140,16,5.1,553.142,26.423,46605.941,44853.738,,,
1,19,15,454,115,15,4.6,363.73,22.064,30577.832,29343.883,,,
1,19,16,0,0,13,2.6,0,13,0,0,,,
1,19,17,0,0,11,2.6,0,11,0,0,,,
1,19,18,0,0,10,3.1,0,10,0,0,,,
1,19,19,0,0,9,3.6,0,9,0,0,,,
1,19,20,0,0,9,5.1,0,9,0,0,,,
1,19,21,0,0,8,5.1,0,8,0,0,,,
1,19,22,0,0,7,3.1,0,7,0,0,,,
1,19,23,0,0,7,3.6,0,7,0,0,,,
1,20,0,0,0,6,4.1,0,6,0,0,,,
1,20,1,0,0,6.5,3.1,0,6.5,0,0,,,
1,20,2,0,0,7,2.1,0,7,0,0,,,
1,20,3,0,0,7,3.1,0,7,0,0,,,
1,20,4,0,0,9,5.7,0,9,0,0,,,
1,20,5,0,0,11,8.7,0,11,0,0,,,
1,20,6,0,0,11,5.1,0,11,0,0,,,
1,20,7,237,18,11,5.1,89.496,11.354,6892.551,6249.571,,,
1,20,8,547,63,14,4.1,329.157,19.863,27348.916,26207.811,,,
1,20,9,746,76,16,7.2,562.979,24.19,47604.961,45817.297,,,
1,20,10,800,94,16,4.6,719.414,30.319,59842.07,57589.883,,,
1,20,11,800,116,17,6.7,800.631,29.934,66968.367,64420.016,,,
1,20,12,635,191,18,6.2,754.571,30.897,62871.188,60495.418,,,
1,20,13,744,135,18,7.2,744.884,29.524,62312.109,59959.41,,,
1,20,14,596,139,17,6.2,561.308,26.492,47284.813,45508.551,,,
1,20,15,530,109,16,5.7,395.852,22.757,33098.371,31789.256,,,
1,20,16,0,0,14,4.1,0,14,0,0,,,
1,20,17,0,0,12,1.5,0,12,0,0,,,
1,20,18,0,0,11,2.1,0,11,0,0,,,
1,20,19,0,0,9,2.6,0,9,0,0,,,
1,20,20,0,0,8,2.6,0,8,0,0,,,
1,20,21,0,0,7,3.1,0,7,0,0,,,
1,20,22,0,0,7,2.6,0,7,0,0,,,
1,20,23,0,0,6,1.5,0,6,0,0,,,
1,21,0,0,0,5,2.1,0,5,0,0,,,
1,21,1,0,0,6,2.6,0,6,0,0,,,
1,21,2,0,0,4,2.2,0,4,0,0,,,
1,21,3,0,0,3,1.9,0,3,0,0,,,
1,21,4,0,0,4,1.5,0,4,0,0,,,
1,21,5,0,0,3,1.8,0,3,0,0,,,
1,21,6,0,0,2,2,0,2,0,0,,,
1,21,7,307,16,3,2.3,103.091,3.698,8015.236,7348.954,,,
1,21,8,633,53,8,2.6,354.878,15.513,29949.646,28734.064,,,
1,21,9,723,84,12,2.8,560.833,25.021,47270.652,45494.895,,,
1,21,10,724,120,15,3.1,696.492,31.186,57724.695,55556.871,,,
1,21,11,854,100,17,2.1,828.356,38.88,66302.672,63782.785,,,
1,21,12,798,131,17,4.1,828.317,34.991,67629.398,65052.621,,,
1,21,13,774,116,17,5.7,748.327,30.508,62299.992,59947.789,,,
1,21,14,684,119,16,5.1,602.588,27.535,50478.063,48586.336,,,
1,21,15,646,98,15,3.1,444.138,25.446,36566.586,35150.172,,,
1,21,16,0,0,14,2.6,0,14,0,0,,,
1,21,17,0,0,13,1.5,0,13,0,0,,,
1,21,18,0,0,11,2.1,0,11,0,0,,,
1,21,19,0,0,10,3.1,0,10,0,0,,,
1,21,20,0,0,9,2.6,0,9,0,0,,,
1,21,21,0,0,8,4.6,0,8,0,0,,,
1,21,22,0,0,7,2.6,0,7,0,0,,,
1,21,23,0,0,6,2.6,0,6,0,0,,,
1,22,0,0,0,5,2.4,0,5,0,0,,,
1,22,1,0,0,6,2.2,0,6,0,0,,,
1,22,2,0,0,4,2.1,0,4,0,0,,,
1,22,3,0,0,3,1.9,0,3,0,0,,,
1,22,4,0,0,3,1.7,0,3,0,0,,,
1,22,5,0,0,4,1.5,0,4,0,0,,,
1,22,6,0,0,4,2.1,0,4,0,0,,,
1,22,7,263,18,7,3.1,95.414,7.5,7413.823,6760.082,,,
1,22,8,521,69,11,3.6,324.712,17.051,27392.525,26250.193,,,
1,22,9,637,103,12,2.6,529.526,24.476,44809.641,43120.273,,,
1,22,10,665,138,13,2.1,673.326,30.637,55975.906,53876.496,,,
1,22,11,758,141,14,1.5,801.661,37.296,64699.813,62247.789,,,
1,22,12,665,175,14,5.1,768.3,28.787,64671.777,62220.934,,,
1,22,13,645,163,14,5.7,701.958,26.568,59592.301,57350.152,,,
1,22,14,570,152,14,4.1,561.514,26.169,47419.582,45638.527,,,
1,22,15,263,146,14,3.6,300.76,20.582,25754.449,24657.762,,,
1,22,16,0,0,13,4.6,0,13,0,0,,,
1,22,17,0,0,11,5.7,0,11,0,0,,,
1,22,18,0,0,10,5.7,0,10,0,0,,,
1,22,19,0,0,9,3.1,0,9,0,0,,,
1,22,20,0,0,7,3.1,0,7,0,0,,,
1,22,21,0,0,8,2.6,0,8,0,0,,,
1,22,22,0,0,7,2.9,0,7,0,0,,,
1,22,23,0,0,3,3.1,0,3,0,0,,,
1,23,0,0,0,4,3.4,0,4,0,0,,,
1,23,1,0,0,3,3.6,0,3,0,0,,,
1,23,2,0,0,3,4.1,0,3,0,0,,,
1,23,3,0,0,3,2.1,0,3,0,0,,,
1,23,4,0,0,5,1.8,0,5,0,0,,,
1,23,5,0,0,1,1.5,0,1,0,0,,,
1,23,6,0,0,2,3.6,0,2,0,0,,,
1,23,7,323,17,7,4.1,107.817,7.743,8224.385,7553.709,,,
1,23,8,613,56,11,3.6,351.859,17.7,29457.742,28256.439,,,
1,23,9,706,88,12,5.4,556.462,21.652,47672.594,45882.512,,,
1,23,10,842,88,15,7.2,747.902,26.334,63419.043,61020.559,,,
1,23,11,788,121,15,11.3,804.935,24.193,69207.359,66562.055,,,
1,23,12,701,164,16,7.2,788,28.234,66505.336,63976.801,,,
1,23,13,817,113,17,6.2,778.437,30.282,64887.473,62427.551,,,
1,23,14,778,100,14,6.7,647.527,24.453,55020.082,52957.586,,,
1,23,15,628,95,14,6.7,435.446,20.806,36680.723,35260.703,,,
1,23,16,0,0,12,5.1,0,12,0,0,,,
1,23,17,0,0,11,4.1,0,11,0,0,,,
1,23,18,0,0,9,3.6,0,9,0,0,,,
1,23,19,0,0,8,2.1,0,8,0,0,,,
1,23,20,0,0,9,1.5,0,9,0,0,,,
1,23,21,0,0,7,1.5,0,7,0,0,,,
1,23,22,0,0,6,2.6,0,6,0,0,,,
1,23,23,0,0,3,3.1,0,3,0,0,,,
1,24,0,0,0,8,5.1,0,8,0,0,,,
1,24,1,0,0,8,4.6,0,8,0,0,,,
1,24,2,0,0,10,5.7,0,10,0,0,,,
1,24,3,0,0,11,7.7,0,11,0,0,,,
1,24,4,0,0,11,6.7,0,11,0,0,,,
1,24,5,0,0,12,8.7,0,12,0,0,,,
1,24,6,0,0,12,9.8,0,12,0,0,,,
1,24,7,321,17,12,8.7,107.056,12.534,7993.508,7327.681,,,
1,24,8,570,63,14,9.3,340.943,17.76,28613.189,27436.195,,,
1,24,9,752,77,16,8.7,571.345,23.378,48530.215,46709.371,,,
1,24,10,824,89,18,12.9,736.883,25.598,62711.438,60342.273,,,
1,24,11,812,110,19,7.7,810.143,31.016,67429.727,64861.551,,,
1,24,12,816,124,21,10.8,836.457,30.993,69653.266,66988.43,,,
1,24,13,773,120,19,5.7,757.796,32.705,62445.707,60087.504,,,
1,24,14,620,146,17,7.2,590.998,26.088,49928.938,48057.336,,,
1,24,15,675,95,16,6.2,460.861,23.556,38323.172,36850.711,,,
1,24,16,0,0,14,3.1,0,14,0,0,,,
1,24,17,0,0,13,2.9,0,13,0,0,,,
1,24,18,0,0,10,2.6,0,10,0,0,,,
1,24,19,0,0,8,1.5,0,8,0,0,,,
1,24,20,0,0,7,2.3,0,7,0,0,,,
1,24,21,0,0,5,3.1,0,5,0,0,,,
1,24,22,0,0,5,3.1,0,5,0,0,,,
1,24,23,0,0,4,2.1,0,4,0,0,,,
1,25,0,0,0,4,1.8,0,4,0,0,,,
1,25,1,0,0,4,1.5,0,4,0,0,,,
1,25,2,0,0,5,2.1,0,5,0,0,,,
1,25,3,0,0,6,1.5,0,6,0,0,,,
1,25,4,0,0,4,2.6,0,4,0,0,,,
1,25,5,0,0,3,2.1,0,3,0,0,,,
1,25,6,0,0,4,1.8,0,4,0,0,,,
1,25,7,222,22,7,1.5,89.732,7.377,7113.976,6466.438,,,
1,25,8,490,75,11,2.3,318.318,17.785,26841.131,25714.273,,,
1,25,9,500,142,14,3.2,485.222,24.599,41156.492,39591.211,,,
1,25,10,689,153,18,4,710.964,32.964,58462.652,56265.613,,,
1,25,11,466,241,19,4.9,670.792,32.114,55590.508,53506.023,,,
1,25,12,641,207,18,5.7,784.427,31.948,65052.031,62585.176,,,
1,25,13,411,244,17,3.6,600.209,30.736,50019.059,48144.164,,,
1,25,14,550,160,18,2.6,561.1,31.898,46146.328,44410.32,,,
1,25,15,536,135,16,3.1,433.458,26.084,35856.059,34461.992,,,
1,25,16,360,105,14,1.5,241.068,20.801,19454.078,18523.654,,,
1,25,17,0,0,13,1.5,0,13,0,0,,,
1,25,18,0,0,10,2.6,0,10,0,0,,,
1,25,19,0,0,9,3.1,0,9,0,0,,,
1,25,20,0,0,8,1.5,0,8,0,0,,,
1,25,21,0,0,6,2.1,0,6,0,0,,,
1,25,22,0,0,5,1.5,0,5,0,0,,,
1,25,23,0,0,4,1.5,0,4,0,0,,,
1,26,0,0,0,6,1.5,0,6,0,0,,,
1,26,1,0,0,4,1.7,0,4,0,0,,,
1,26,2,0,0,3,1.8,0,3,0,0,,,
1,26,3,0,0,2,2,0,2,0,0,,,
1,26,4,0,0,3,2.1,0,3,0,0,,,
1,26,5,0,0,3,1.5,0,3,0,0,,,
1,26,6,0,0,4,2.1,0,4,0,0,,,
1,26,7,31,25,3,2.4,35.442,1.859,3199.745,2630.108,,,
1,26,8,119,122,7,2.8,189.631,10.006,17081.746,16210.103,,,
1,26,9,305,173,10,3.1,389.309,18.147,34145.426,32804.387,,,
1,26,10,330,226,12,2.9,507.552,23.692,43710.984,42059.461,,,
1,26,11,239,292,14,2.6,520.479,26.729,44296.125,42624.5,,,
1,26,12,435,266,15,3.1,668.352,30.443,55859.512,53764.617,,,
1,26,13,644,165,16,3.6,709.822,31.909,58763.102,56554.109,,,
1,26,14,417,189,14,3.1,496.298,25.942,42069.426,40473.602,,,
1,26,15,349,136,14,2.6,334.498,22.108,28345.754,27176.4,,,
1,26,16,0,89,13,3.1,98.84,14.544,8909.709,8224.525,,,
1,26,17,0,0,12,2.1,0,12,0,0,,,
1,26,18,0,0,11,2.3,0,11,0,0,,,
1,26,19,0,0,9,2.4,0,9,0,0,,,
1,26,20,0,0,9,2.6,0,9,0,0,,,
1,26,21,0,0,8,2.1,0,8,0,0,,,
1,26,22,0,0,8,3.1,0,8,0,0,,,
1,26,23,0,0,7,2.1,0,7,0,0,,,
1,27,0,0,0,8,2.1,0,8,0,0,,,
1,27,1,0,0,8,2.6,0,8,0,0,,,
1,27,2,0,0,8,1.5,0,8,0,0,,,
1,27,3,0,0,7,2.1,0,7,0,0,,,
1,27,4,0,0,8,2.4,0,8,0,0,,,
1,27,5,0,0,9,2.6,0,9,0,0,,,
1,27,6,0,0,10,2.6,0,10,0,0,,,
1,27,7,0,10,10,1.5,9.443,7.958,876.306,350.216,,,
1,27,8,0,67,11,4.6,64.191,10.861,5881.81,5259.408,,,
1,27,9,0,71,12,4.1,67.319,12.042,6136.353,5508.805,,,
1,27,10,0,94,12,2.6,89.419,12.629,8129.576,7460.893,,,
1,27,11,0,100,12,2.6,95.21,12.845,8647.811,7968.191,,,
1,27,12,0,99,12,2.1,94.214,12.902,8555.151,7877.495,,,
1,27,13,0,93,12,5.7,88.379,12.462,8040.969,7374.147,,,
1,27,14,0,95,12,6.7,90.704,12.447,8253.076,7581.797,,,
1,27,15,280,174,12,4.6,344.05,17.791,29927.229,28712.301,,,
1,27,16,221,106,11,4.6,199.13,14.266,16930.234,16062.273,,,
1,27,17,0,0,11,6.2,0,11,0,0,,,
1,27,18,0,0,10,4.1,0,10,0,0,,,
1,27,19,0,0,10,2.6,0,10,0,0,,,
1,27,20,0,0,10,3.1,0,10,0,0,,,
1,27,21,0,0,10,3.1,0,10,0,0,,,
1,27,22,0,0,10,4.1,0,10,0,0,,,
1,27,23,0,0,9,3.1,0,9,0,0,,,
1,28,0,0,0,8,2.1,0,8,0,0,,,
1,28,1,0,0,8,2.6,0,8,0,0,,,
1,28,2,0,0,5,2.4,0,5,0,0,,,
1,28,3,0,0,4,2.1,0,4,0,0,,,
1,28,4,0,0,3,2.6,0,3,0,0,,,
1,28,5,0,0,3,2.4,0,3,0,0,,,
1,28,6,0,0,3,2.1,0,3,0,0,,,
1,28,7,331,19,5,2.1,110.98,5.947,8533.836,7856.63,,,
1,28,8,616,64,8,1.5,365.173,17.14,30748.656,29509.689,,,
1,28,9,552,141,10,2.8,518.952,22.07,44536.887,42856.957,,,
1,28,10,819,110,10,4.1,762.659,26.125,64787.242,62331.539,,,
1,28,11,830,118,11,4.1,841.057,29.299,70608.242,67901.336,,,
1,28,12,791,138,12,6.7,843.307,25.73,72039.523,69268.914,,,
1,28,13,619,194,12,7.2,721.619,23.187,62296.766,59944.695,,,
1,28,14,126,226,11,6.7,334.217,16.189,29787.918,28577.041,,,
1,28,15,436,147,11,6.7,398.318,16.806,34559.383,33205.609,,,
1,28,16,184,104,10,6.2,184.137,12.464,15883.664,15040.91,,,
1,28,17,0,0,9,5.7,0,9,0,0,,,
1,28,18,0,0,8,4.6,0,8,0,0,,,
1,28,19,0,0,7,2.1,0,7,0,0,,,
1,28,20,0,0,8,2.1,0,8,0,0,,,
1,28,21,0,0,6,2.1,0,6,0,0,,,
1,28,22,0,0,3,2.1,0,3,0,0,,,
1,28,23,0,0,3,2.1,0,3,0,0,,,
1,29,0,0,0,3,2.6,0,3,0,0,,,
1,29,1,0,0,2,3.1,0,2,0,0,,,
1,29,2,0,0,2,1.5,0,2,0,0,,,
1,29,3,0,0,1,1.8,0,1,0,0,,,
1,29,4,0,0,2,2.1,0,2,0,0,,,
1,29,5,0,0,2,2,0,2,0,0,,,
1,29,6,0,0,1,1.8,0,1,0,0,,,
1,29,7,290,21,2,1.7,104.132,2.754,8233.691,7562.82,,,
1,29,8,606,61,6,1.5,357.857,14.919,30438.23,29208.377,,,
1,29,9,805,76,9,1.5,609.359,26.097,51143.461,49227.195,,,
1,29,10,789,107,9,2.1,738.032,28.679,61946.723,59609.035,,,
1,29,11,860,108,10,2.6,856.823,31.608,71137.055,68406.695,,,
1,29,12,797,138,11,2.1,850.299,34.176,69748.664,67079.641,,,
1,29,13,766,134,11,5.1,777.812,26.038,66226.078,63709.457,,,
1,29,14,655,135,11,4.1,613.967,24.453,52311.289,50351.563,,,
1,29,15,659,96,11,5.1,462.118,19.581,39267.43,37764.367,,,
1,29,16,106,110,9,3.6,167.382,12.295,14741.836,13926.118,,,
1,29,17,0,0,8,2.1,0,8,0,0,,,
1,29,18,0,0,7,5.7,0,7,0,0,,,
1,29,19,0,0,6,3.1,0,6,0,0,,,
1,29,20,0,0,4,4.6,0,4,0,0,,,
1,29,21,0,0,3,3.1,0,3,0,0,,,
1,29,22,0,0,3,2.6,0,3,0,0,,,
1,29,23,0,0,2,2.1,0,2,0,0,,,
1,30,0,0,0,2,3.1,0,2,0,0,,,
1,30,1,0,0,1,2.9,0,1,0,0,,,
1,30,2,0,0,0,2.6,0,0,0,0,,,
1,30,3,0,0,0.1,3.1,0,0.1,0,0,,,
1,30,4,0,0,0,3.6,0,0,0,0,,,
1,30,5,0,0,0,2.6,0,0,0,0,,,
1,30,6,0,0,0,2.6,0,0,0,0,,,
1,30,7,353,19,3,2.6,116.317,4.029,8985.76,8298.954,,,
1,30,8,650,56,6,2.6,371.482,13.988,31678.303,30411.826,,,
1,30,9,748,83,9,3.6,582.258,21.55,49953.25,48080.762,,,
1,30,10,878,83,12,2.9,775.261,30.516,64484.457,62041.477,,,
1,30,11,884,96,13,2.1,865.137,36.204,70227.852,67537.742,,,
1,30,12,870,115,13,1.5,884.209,39.211,70733.703,68021.234,,,
1,30,13,870,97,13,4.1,817.23,30.973,67945.219,65354.793,,,
1,30,14,743,119,12,5.7,658.636,23.84,56254.547,54144.313,,,
1,30,15,556,109,12,5.7,421.584,19.322,35979.086,34581.164,,,
1,30,16,228,108,10,3.1,203.128,14.281,17275.705,16399.334,,,
1,30,17,0,0,10,2.3,0,10,0,0,,,
1,30,18,0,0,7,1.5,0,7,0,0,,,
1,30,19,0,0,5,3.6,0,5,0,0,,,
1,30,20,0,0,4,2.6,0,4,0,0,,,
1,30,21,0,0,5,2.6,0,5,0,0,,,
1,30,22,0,0,5,5.7,0,5,0,0,,,
1,30,23,0,0,3,4.1,0,3,0,0,,,
1,31,0,0,0,3,3.6,0,3,0,0,,,
1,31,1,0,0,2,4.6,0,2,0,0,,,
1,31,2,0,0,2,1.5,0,2,0,0,,,
1,31,3,0,0,2,2.1,0,2,0,0,,,
1,31,4,0,0,2,2.4,0,2,0,0,,,
1,31,5,0,0,-1,2.8,0,-1,0,0,,,
1,31,6,0,0,2,3.1,0,2,0,0,,,
1,31,7,340,21,5,3.1,115.714,5.984,8930.013,8244.396,,,
1,31,8,608,63,9,5.7,362.522,14.462,30935.287,29690.822,,,
1,31,9,743,84,12,5.7,581.452,21.808,49838.73,47970.426,,,
1,31,10,801,100,14,5.1,742.646,27.947,62562.574,60199.555,,,
1,31,11,824,118,15,1.5,841.695,39.546,67204.383,64645.898,,,
1,31,12,803,134,14,6.2,854.728,28.637,72028.992,69258.859,,,
1,31,13,852,104,14,6.2,813.028,27.936,68600.609,65981.766,,,
1,31,14,755,117,14,4.1,666.547,28.623,55665.656,53578.27,,,
1,31,15,643,102,13,3.6,463.185,23.489,38722.426,37237.07,,,
1,31,16,346,104,12,3.1,235.696,17.174,19422.814,18493.178,,,
1,31,17,0,0,11,2.6,0,11,0,0,,,
1,31,18,0,0,8,2.1,0,8,0,0,,,
1,31,19,0,0,6,2.6,0,6,0,0,,,
1,31,20,0,0,5,2.6,0,5,0,0,,,
1,31,21,0,0,4.9,2.2,0,4.9,0,0,,,
1,31,22,0,0,4.7,1.9,0,4.7,0,0,,,
1,31,23,0,0,4.6,1.5,0,4.6,0,0,,,
2,1,0,0,0,4.4,1.1,0,4.4,0,0,,,
2,1,1,0,0,4.3,0.7,0,4.3,0,0,,,
2,1,2,0,0,4.1,0.4,0,4.1,0,0,,,
2,1,3,0,0,4,0,0,4,0,0,,,
2,1,4,0,0,3,1.5,0,3,0,0,,,
2,1,5,0,0,4,2.6,0,4,0,0,,,
2,1,6,0,0,2,1.5,0,2,0,0,,,
2,1,7,263,27,5,0,104.986,5.67,8369.036,7695.313,,,
2,1,8,494,78,9,0,326.894,20.768,27263.811,26125.1,,,
2,1,9,564,131,13,2.6,518.311,25.19,43847.887,42191.668,,,
2,1,10,684,142,16,2.1,703.858,34.281,57540.855,55380.277,,,
2,1,11,782,136,17,3.1,831.609,36.543,67414.438,64846.918,,,
2,1,12,779,135,17,4.1,836.41,35.166,68288.609,65683.313,,,
2,1,13,784,135,16,4.6,798.232,32.394,65942.492,63437.934,,,
2,1,14,673,140,16,4.1,635.857,29.907,52820.793,50841.945,,,
2,1,15,480,129,16,4.6,405.567,24.077,33993.137,32656.766,,,
2,1,16,222,98,14,4.1,188.422,17.45,15758.647,14918.876,,,
2,1,17,0,0,11,2.6,0,11,0,0,,,
2,1,18,0,0,12,0,0,12,0,0,,,
2,1,19,0,0,9,2.6,0,9,0,0,,,
2,1,20,0,0,8,2.1,0,8,0,0,,,
2,1,21,0,0,8,3.1,0,8,0,0,,,
2,1,22,0,0,8,3.1,0,8,0,0,,,
2,1,23,0,0,7,0,0,7,0,0,,,
2,2,0,0,0,6,0,0,6,0,0,,,
2,2,1,0,0,6.1,0.8,0,6.1,0,0,,,
2,2,2,0,0,6,1.5,0,6,0,0,,,
2,2,3,0,0,8,3.1,0,8,0,0,,,
2,2,4,0,0,9,2.6,0,9,0,0,,,
2,2,5,0,0,10,4.1,0,10,0,0,,,
2,2,6,0,0,9,1.5,0,9,0,0,,,
2,2,7,166,38,9,1.5,92.206,9.48,7588.72,6931.345,,,
2,2,8,87,119,12,1.5,170.288,15.286,15051.183,14228.188,,,
2,2,9,6,154,14,2.1,155.57,16.862,13870.788,13075.37,,,
2,2,10,0,138,14,3.1,133.359,15.92,11947.229,11195.638,,,
2,2,11,6,196,14,2.1,197.35,17.868,17523.393,16640.965,,,
2,2,12,0,167,15,0,162.266,21.15,14194.222,13391.299,,,
2,2,13,0,132,14,2.6,127.098,15.908,11386.902,10647.819,,,
2,2,14,0,87,12,3.1,82.644,12.588,7514.999,6859.157,,,
2,2,15,0,71,11,3.1,67.453,11.084,6174.597,5546.273,,,
2,2,16,0,87,11,0,91.556,12.403,8332.261,7659.313,,,
2,2,17,0,0,13,6.2,0,13,0,0,,,
2,2,18,0,0,13,7.7,0,13,0,0,,,
2,2,19,0,0,12,12.9,0,12,0,0,,,
2,2,20,0,0,10,1.5,0,10,0,0,,,
2,2,21,0,0,10,2.1,0,10,0,0,,,
2,2,22,0,0,11,6.7,0,11,0,0,,,
2,2,23,0,0,8,2.1,0,8,0,0,,,
2,3,0,0,0,8,0,0,8,0,0,,,
2,3,1,0,0,7,4.1,0,7,0,0,,,
2,3,2,0,0,7,2.1,0,7,0,0,,,
2,3,3,0,0,6,0,0,6,0,0,,,
2,3,4,0,0,5,2.1,0,5,0,0,,,
2,3,5,0,0,5,3.1,0,5,0,0,,,
2,3,6,0,0,4,0,0,4,0,0,,,
2,3,7,163,32,6,0,84.154,5.493,6984.521,6339.65,,,
2,3,8,452,102,9,0,332.522,20.796,27886.811,26730.51,,,
2,3,9,720,99,10.7,0.8,589.29,29.576,48754.273,46925.352,,,
2,3,10,808,107,12,1.5,760.171,33.983,62219.008,59870.137,,,
2,3,11,842,116,15,7.7,859.642,27.742,72737.969,69936,,,
2,3,12,833,131,16,10.8,877.807,26.459,74755.859,71862.266,,,
2,3,13,735,163,15,8.7,793.511,25.925,67645.266,65067.797,,,
2,3,14,477,200,14,11.8,565.178,20.163,49268.855,47421.301,,,
2,3,15,525,151,14,10.8,455.069,19.079,39088.848,37591.602,,,
2,3,16,332,109,13,11.3,237.643,15.268,19852.057,18911.568,,,
2,3,17,0,0,13,10.3,0,13,0,0,,,
2,3,18,0,0,12,5.1,0,12,0,0,,,
2,3,19,0,0,11,2.6,0,11,0,0,,,
2,3,20,0,0,12,1.5,0,12,0,0,,,
2,3,21,0,0,8,2.1,0,8,0,0,,,
2,3,22,0,0,7,3.1,0,7,0,0,,,
2,3,23,0,0,7,0,0,7,0,0,,,
2,4,0,0,0,6,0,0,6,0,0,,,
2,4,1,0,0,7,2.6,0,7,0,0,,,
2,4,2,0,0,6,2.6,0,6,0,0,,,
2,4,3,0,0,5,2.1,0,5,0,0,,,
2,4,4,0,0,4,0,0,4,0,0,,,
2,4,5,0,0,4,3.6,0,4,0,0,,,
2,4,6,0,0,5,0,0,5,0,0,,,
