PVWatts: Hourly PV Performance Data,,,,,,,,,,,,
Requested Location:,thousand oaks california,,,,,,,,,,,
Location:,"CAMARILLO (AWOS), CA",,,,,,,,,,,
Lat (deg N):,34.22,,,,,,,,,,,
Long (deg W):,119.08,,,,,,,,,,,
Elev (m):,23,,,,,,,,,,,
DC System Size (kW):,10,,,,,,,,,,,
Module Type:,Standard,,,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,,,
System Losses:,14.08,,,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.118,,,,,,,,,,,
Capacity Factor (%),"18.0	",,,,,,,,,,,
,,,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),,
6,20,20,0,0,16.3,1.8,0,16.3,0,0,,
6,20,21,0,0,15.5,1.5,0,15.5,0,0,,
6,20,22,0,0,14.4,0,0,14.4,0,0,,
6,20,23,0,0,13.3,1.5,0,13.3,0,0,,
6,21,0,0,0,13.8,2,0,13.8,0,0,,
6,21,1,0,0,13.3,0,0,13.3,0,0,,
6,21,2,0,0,12.7,0,0,12.7,0,0,,
6,21,3,0,0,12.2,0,0,12.2,0,0,,
6,21,4,0,0,12.2,0,0,12.2,0,0,,
6,21,5,120,46,13.3,0,37.301,10.909,341.711,284.329,,
6,21,6,409,97,16.1,0,180.391,21.264,1356.179,1277.351,,
6,21,7,583,142,18.8,0,400.815,33.759,3139.629,3013.819,,
6,21,8,683,178,21.1,3.6,623.726,34.469,5048.981,4859.766,,
6,21,9,743,203,21.6,3.6,813.741,39.547,6492.096,6245.963,,
6,21,10,777,219,23.3,3.6,950.179,44.502,7411.344,7124.918,,
6,21,11,792,227,23.3,5.1,1020.285,43.136,8018.472,7703.712,,
6,21,12,792,226,23.3,5.1,1017.688,43.194,7995.583,7681.916,,
6,21,13,776,218,22.2,6.1,943.669,38.808,7576.869,7282.854,,
6,21,14,740,202,22.2,6.1,803.353,36.294,6512.189,6265.209,,
6,21,15,678,176,21.6,3.6,610.198,35.524,4907.705,4723.645,,
6,21,16,574,140,21.1,4.6,386.595,28.797,3089.842,2965.504,,
6,21,17,394,94,20,3,168.014,23.456,1240.271,1164.087,,
6,21,18,100,42,18.3,2.5,34.2,17.926,303.615,246.965,,
6,21,19,0,0,15.5,2,0,15.5,0,0,,
6,21,20,0,0,15.5,1.5,0,15.5,0,0,,
6,21,21,0,0,14.4,0,0,14.4,0,0,,
6,21,22,0,0,14.4,1.5,0,14.4,0,0,,
6,21,23,0,0,13.3,0,0,13.3,0,0,,
6,22,0,0,0,13.8,1.5,0,13.8,0,0,,
6,22,1,0,0,13.3,0,0,13.3,0,0,,
6,22,2,0,0,12.2,2,0,12.2,0,0,,
6,22,3,0,0,12.2,0,0,12.2,0,0,,
6,22,4,8,0,12.2,1.5,0,12.2,0,0,,
6,22,5,295,36,12.7,0,27.189,9.821,250.274,194.638,,
6,22,6,600,64,15.5,0,192.739,21.069,1361.87,1282.91,,
6,22,7,744,90,18.8,0,423.224,34.641,3264.596,3135.051,,
6,22,8,823,111,21.6,3.6,648.162,35.544,5206.892,5011.825,,
6,22,9,868,126,21.6,4.1,833.933,39.256,6659.735,6406.488,,
6,22,10,894,135,22.2,4.1,966.521,42.92,7599.919,7304.839,,
6,22,11,906,140,23.3,5.1,1034.835,43.435,8120.239,7800.595,,
6,22,12,906,139,23.8,5.1,1032.36,43.994,8077.446,7759.86,,
6,22,13,894,135,23.8,5.1,962.064,42.665,7574.204,7280.312,,
6,22,14,868,125,23.8,4.1,825.999,41.84,6508.212,6261.4,,
6,22,15,822,110,23.3,4.1,637.788,37.198,5074.949,4884.777,,
6,22,16,742,89,22.6,3.6,412.125,31.826,3208.254,3080.4,,
6,22,17,591,63,21.6,3,181.763,25.468,1240.827,1164.63,,
6,22,18,272,33,20.5,2,25.009,19.98,219.95,164.886,,
6,22,19,5,0,17.2,1.5,0,17.2,0,0,,
6,22,20,0,0,16.6,2.5,0,16.6,0,0,,
6,22,21,0,0,16.1,2.5,0,16.1,0,0,,
6,22,22,0,0,15.5,1.5,0,15.5,0,0,,
6,22,23,0,0,15,1.5,0,15,0,0,,
6,23,0,0,0,14.4,0,0,14.4,0,0,,
6,23,1,0,0,13.8,0,0,13.8,0,0,,
6,23,2,0,0,13.8,0,0,13.8,0,0,,
6,23,3,0,0,13.3,0,0,13.3,0,0,,
6,23,4,2,0,13.3,1.5,0,13.3,0,0,,
6,23,5,211,40,13.8,0,30.425,11.126,278.457,222.286,,
6,23,6,525,78,17.2,0,188.691,22.662,1356.716,1277.875,,
6,23,7,686,111,20,3,416.022,28.838,3313.095,3182.084,,
6,23,8,774,137,22.7,2.5,641.568,38.139,5091.67,4900.882,,
6,23,9,826,156,25,3,832.255,44.389,6475.501,6230.067,,
6,23,10,855,168,26.1,4.6,968.046,45.888,7496.161,7205.859,,
6,23,11,867,173,27.2,4.1,1035.79,49.431,7876.994,7568.958,,
6,23,12,867,173,28.3,5.1,1034.49,48.547,7903.952,7594.641,,
6,23,13,853,167,27.2,3,961.409,50.254,7274.91,6994.663,,
6,23,14,823,155,27.7,4.1,822.982,45.6,6361.427,6120.766,,
6,23,15,770,136,25.5,4.1,630.831,39.224,4973.922,4787.455,,
6,23,16,678,110,25.5,3.6,404.037,34.533,3118.913,2993.717,,
6,23,17,512,76,23.3,2.5,177.795,27.354,1238.332,1162.191,,
6,23,18,190,38,22.7,3,29.047,22.328,252.709,197.027,,
6,23,19,0,0,18.8,3,0,18.8,0,0,,
6,23,20,0,0,17.2,2,0,17.2,0,0,,
6,23,21,0,0,17.2,2.5,0,17.2,0,0,,
6,23,22,0,0,16.6,1.5,0,16.6,0,0,,
6,23,23,0,0,15.5,1.5,0,15.5,0,0,,
6,24,0,0,0,15,0,0,15,0,0,,
6,24,1,0,0,13.8,1.5,0,13.8,0,0,,
6,24,2,0,0,13.8,3,0,13.8,0,0,,
6,24,3,0,0,13.8,2,0,13.8,0,0,,
6,24,4,20,0,13.3,2,0,13.3,0,0,,
6,24,5,382,30,16.1,3,21.945,14.93,197.472,142.829,,
6,24,6,671,51,17.7,2.5,196.57,21.045,1356.408,1277.575,,
6,24,7,800,72,20,2.5,430.151,29.723,3384.476,3251.293,,
6,24,8,869,88,22.7,3.6,653.234,36.757,5211.336,5016.104,,
6,24,9,908,100,24.4,3.6,839.856,42.906,6582.508,6332.551,,
6,24,10,930,107,25.5,3.6,971.808,47.146,7475.527,7186.171,,
6,24,11,940,111,26.1,5.1,1039.887,46.345,8037.686,7722.006,,
6,24,12,940,111,27.7,4.1,1038.718,50.105,7870.888,7563.141,,
6,24,13,929,107,26.1,6.1,967.436,43.177,7596.413,7301.495,,
6,24,14,906,100,26.6,3,832.843,46.695,6398.906,6156.682,,
6,24,15,865,87,26.6,4.1,642.901,40.582,5026.112,4837.736,,
6,24,16,795,71,23.8,3.6,418.694,33.18,3227.19,3098.769,,
6,24,17,662,50,23.3,3,187.003,27.33,1237.147,1161.033,,
6,24,18,362,28,21.1,2.5,20.525,20.498,180.087,125.769,,
6,24,19,16,0,17.7,3,0,17.7,0,0,,
6,24,20,0,0,17.2,2,0,17.2,0,0,,
6,24,21,0,0,16.6,2.5,0,16.6,0,0,,
6,24,22,0,0,16.6,1.5,0,16.6,0,0,,
6,24,23,0,0,15.5,0,0,15.5,0,0,,
6,25,0,0,0,15,0,0,15,0,0,,
6,25,1,0,0,15,0,0,15,0,0,,
6,25,2,0,0,14.4,0,0,14.4,0,0,,
6,25,3,0,0,14.4,0,0,14.4,0,0,,
6,25,4,21,0,13.8,0,0,13.8,0,0,,
6,25,5,380,29,15,0,21.114,11.956,192.537,137.986,,
6,25,6,667,51,18.3,0,195.078,23.958,1327.091,1248.93,,
6,25,7,795,71,20.5,0,426.305,36.432,3244.784,3115.835,,
6,25,8,863,88,23.8,0,648.795,48.444,4874.664,4691.799,,
6,25,9,902,99,25.5,3,833.582,44.923,6465.558,6220.541,,
6,25,10,924,107,26.1,4.1,966.029,46.707,7448.171,7160.066,,
6,25,11,933,111,26.6,4.1,1032.976,48.788,7882.361,7574.072,,
6,25,12,932,111,27.7,5.6,1031.03,46.818,7949.479,7638.007,,
6,25,13,922,107,26.1,5.1,961.341,44.958,7479.522,7189.982,,
6,25,14,898,99,26.1,5.1,825.908,42.296,6491.867,6245.744,,
6,25,15,858,87,27.2,3,639.01,42.635,4944.204,4758.819,,
6,25,16,788,70,25.5,3,416.212,35.439,3173.921,3047.092,,
6,25,17,656,50,23.8,3,186.241,27.813,1231.262,1155.281,,
6,25,18,360,28,21.1,3,20.508,20.504,179.925,125.61,,
6,25,19,17,0,17.7,1.5,0,17.7,0,0,,
6,25,20,0,0,17.7,2.5,0,17.7,0,0,,
6,25,21,0,0,17.2,3.6,0,17.2,0,0,,
6,25,22,0,0,16.1,2.5,0,16.1,0,0,,
6,25,23,0,0,16.1,0,0,16.1,0,0,,
6,26,0,0,0,14.4,0,0,14.4,0,0,,
6,26,1,0,0,15,0,0,15,0,0,,
6,26,2,0,0,14.4,0,0,14.4,0,0,,
6,26,3,0,0,13.8,0,0,13.8,0,0,,
6,26,4,18,0,14.4,3,0,14.4,0,0,,
6,26,5,362,30,15.5,2.5,22.011,14.235,198.687,144.022,,
6,26,6,649,52,18.8,0,191.475,24.34,1302.949,1225.341,,
6,26,7,779,73,21.1,0,419.621,36.761,3189.02,3061.741,,
6,26,8,848,89,26.1,3,639.559,40.624,5003.685,4816.13,,
6,26,9,888,102,27.7,3,824.843,46.856,6333.66,6094.155,,
6,26,10,910,109,28.8,4.1,954.858,49.101,7269.774,6989.759,,
6,26,11,920,113,28.8,4.4,1022.152,50.185,7742.108,7440.415,,
6,26,12,920,113,29.4,4.6,1021.397,50.565,7720.686,7419.995,,
6,26,13,909,109,29.4,3,951.705,52.139,7128.845,6855.136,,
6,26,14,886,101,29.8,4.3,818.74,47.274,6271.905,6034.957,,
6,26,15,846,89,30,5.6,633.893,41.709,4928.798,4743.973,,
6,26,16,775,72,26.1,3,412.114,35.932,3137.117,3011.381,,
6,26,17,577,52,22.7,3.6,171.834,26.085,1160.659,1086.261,,
6,26,18,164,43,21.1,2,35.009,20.836,306.683,249.974,,
6,26,19,11,0,18.8,3.6,0,18.8,0,0,,
6,26,20,0,0,18.3,3,0,18.3,0,0,,
6,26,21,0,0,18.8,2,0,18.8,0,0,,
6,26,22,0,0,18.3,2.5,0,18.3,0,0,,
6,26,23,0,0,17.7,2,0,17.7,0,0,,
6,27,0,0,0,16.6,2,0,16.6,0,0,,
6,27,1,0,0,16.6,2.5,0,16.6,0,0,,
6,27,2,0,0,16.6,0,0,16.6,0,0,,
6,27,3,0,0,17.2,2,0,17.2,0,0,,
6,27,4,0,0,16.6,2,0,16.6,0,0,,
6,27,5,117,39,17.2,2.5,31.954,16.234,285.856,229.545,,
6,27,6,349,121,18.8,0,186.697,24.258,1422.682,1342.314,,
6,27,7,585,161,20.5,1.5,415.224,31.273,3294.442,3163.997,,
6,27,8,642,174,22.7,2.5,590.698,36.915,4723.019,4545.587,,
6,27,9,719,209,25,2,798.136,45.82,6165.773,5933.188,,
6,27,10,691,268,26.1,4.1,917.714,45.66,7115.429,6842.316,,
6,27,11,585,337,26.6,5.1,925.277,44.608,7216.9,6939.259,,
6,27,12,722,271,27.7,4.6,994.454,48.17,7613.345,7317.644,,
6,27,13,755,180,27.7,5.1,885.204,45.077,6883.546,6620.639,,
6,27,14,592,203,27.2,5.1,687.645,40.67,5455.033,5250.585,,
6,27,15,646,198,26.1,4.1,613.852,39.209,4852.735,4670.661,,
6,27,16,643,115,23.8,4.1,395.607,32.199,3097.077,2972.526,,
6,27,17,479,79,22.2,2.5,175.185,26.15,1241.431,1165.22,,
6,27,18,170,39,20.5,2.5,29.805,20.086,261.997,206.139,,
6,27,19,1,0,18.3,2,0,18.3,0,0,,
6,27,20,0,0,18.3,1.5,0,18.3,0,0,,
6,27,21,0,0,17.7,1.5,0,17.7,0,0,,
6,27,22,0,0,17.2,1.5,0,17.2,0,0,,
6,27,23,0,0,17.2,2,0,17.2,0,0,,
6,28,0,0,0,17.2,0,0,17.2,0,0,,
6,28,1,0,0,16.6,0,0,16.6,0,0,,
6,28,2,0,0,17.2,0,0,17.2,0,0,,
6,28,3,0,0,16.7,0,0,16.7,0,0,,
6,28,4,1,0,16.6,0,0,16.6,0,0,,
6,28,5,149,39,17.2,0,31.97,14.784,287.871,231.521,,
6,28,6,496,78,18.8,1.5,179.948,22.21,1297.797,1220.306,,
6,28,7,656,111,20.5,2.3,399.99,29.657,3171.065,3044.321,,
6,28,8,745,138,22.7,3,621.319,36.8,4963,4776.931,,
6,28,9,797,157,23.8,3.6,807.983,41.573,6377.835,6136.491,,
6,28,10,826,169,23.3,6.6,941.299,38.85,7556.303,7263.236,,
6,28,11,840,175,23.8,4.1,1011.255,45.585,7847.445,7540.805,,
6,28,12,840,175,25,3.6,1010.903,47.823,7753.366,7451.146,,
6,28,13,826,169,25,5.1,940.267,43.425,7374.29,7089.549,,
6,28,14,797,157,23.8,4.6,806.384,40.555,6397.71,6155.537,,
6,28,15,745,138,23.3,3.6,619.339,37.406,4930.811,4745.913,,
6,28,16,656,111,22.2,3.6,397.929,31.073,3130.099,3004.572,,
6,28,17,494,77,21.6,3,176.861,25.316,1252.834,1176.365,,
6,28,18,183,39,20,2,29.807,19.582,262.625,206.755,,
6,28,19,1,0,19.4,2.5,0,19.4,0,0,,
6,28,20,0,0,17.7,2.5,0,17.7,0,0,,
6,28,21,0,0,17.7,0,0,17.7,0,0,,
6,28,22,0,0,17.2,1.5,0,17.2,0,0,,
6,28,23,0,0,16.6,2,0,16.6,0,0,,
6,29,0,0,0,16.6,2,0,16.6,0,0,,
6,29,1,0,0,16.6,1.5,0,16.6,0,0,,
6,29,2,0,0,16.1,2,0,16.1,0,0,,
6,29,3,0,0,15.5,2.5,0,15.5,0,0,,
6,29,4,0,0,16.1,1.5,0,16.1,0,0,,
6,29,5,0,16,16.1,0,15.129,12.861,137.406,83.881,,
6,29,6,560,78,17.7,0,193.33,23.218,1372.89,1293.676,,
6,29,7,634,138,20,1.5,415.736,30.815,3290.81,3160.474,,
6,29,8,756,121,20.5,4.6,611.311,32.398,4987.207,4800.254,,
6,29,9,689,168,20.5,4.1,732.639,36.001,5948.286,5724.511,,
6,29,10,735,164,22.2,4.1,852.062,40.379,6787.454,6528.717,,
6,29,11,697,194,22.7,3.6,889.254,42.704,7004.185,6735.994,,
6,29,12,0,363,24.4,3.6,349.991,32.799,2896.899,2778.179,,
6,29,13,904,111,24.4,5.1,950.248,41.996,7507.002,7216.203,,
6,29,14,881,103,23.8,4.1,818.217,41.658,6453.237,6208.738,,
6,29,15,840,90,22.7,4.1,632.715,36.484,5052.255,4862.918,,
6,29,16,769,73,22.2,4.1,412.108,30.984,3217.429,3089.301,,
6,29,17,636,52,21.1,2.5,185.696,25.348,1252.595,1176.132,,
6,29,18,342,29,20,2,21.331,19.38,188.121,133.653,,
6,29,19,4,0,17.7,3,0,17.7,0,0,,
6,29,20,0,0,16.1,0,0,16.1,0,0,,
6,29,21,0,0,16.1,0,0,16.1,0,0,,
6,29,22,0,0,16.1,2,0,16.1,0,0,,
6,29,23,0,0,16.1,0,0,16.1,0,0,,
6,30,0,0,0,16.1,1.5,0,16.1,0,0,,
6,30,1,0,0,16.1,1.5,0,16.1,0,0,,
6,30,2,0,0,15.5,1.5,0,15.5,0,0,,
6,30,3,0,0,16.1,2,0,16.1,0,0,,
6,30,4,0,0,16.6,1.5,0,16.6,0,0,,
6,30,5,0,21,16.6,0,19.872,13.605,179.881,125.568,,
6,30,6,0,46,16.6,0,43.584,14.92,392.215,333.856,,
6,30,7,0,89,18.3,1.5,84.497,18.922,746.735,681.25,,
6,30,8,0,156,20,1.5,148.335,22.719,1288.159,1210.889,,
6,30,9,0,196,20,3,187.049,23.3,1619.966,1534.934,,
6,30,10,107,375,21.1,2.5,471.611,31.815,3921.635,3771.496,,
6,30,11,0,357,23.8,3,344.151,31.661,2864.377,2746.59,,
6,30,12,663,277,23.8,7.2,942.974,38.091,7603.049,7307.824,,
6,30,13,0,224,22.2,7.2,214.498,25.598,1837.782,1747.432,,
6,30,14,0,196,21.6,4.1,187.049,24.718,1609.259,1524.483,,
6,30,15,0,186,21.6,2.5,176.885,24.985,1519.904,1437.255,,
6,30,16,0,127,21.1,3.6,120.28,22.767,1044.287,972.459,,
6,30,17,353,104,20.6,2,171.092,23.85,1287.873,1210.608,,
6,30,18,0,38,20,2.5,35.076,19.697,308.884,252.133,,
6,30,19,0,0,18.3,2.5,0,18.3,0,0,,
6,30,20,0,0,17.7,2.5,0,17.7,0,0,,
6,30,21,0,0,17.5,2.1,0,17.5,0,0,,
6,30,22,0,0,17.4,1.8,0,17.4,0,0,,
6,30,23,0,0,17.2,1.4,0,17.2,0,0,,
7,1,0,0,0,17.1,1.1,0,17.1,0,0,,
7,1,1,0,0,16.9,0.7,0,16.9,0,0,,
7,1,2,0,0,16.8,0.4,0,16.8,0,0,,
7,1,3,0,0,16.6,0,0,16.6,0,0,,
7,1,4,0,0,16.6,0,0,16.6,0,0,,
7,1,5,0,17,17.2,0,16.093,14.062,145.378,91.705,,
7,1,6,0,56,17.2,2,53.141,16.792,474.199,414.233,,
7,1,7,0,101,17.7,2,95.906,18.615,848.751,781.129,,
7,1,8,0,141,18.8,0,134.192,22.729,1165.278,1090.777,,
7,1,9,411,284,21.1,1.5,620.798,37.352,5011.652,4823.806,,
7,1,10,117,434,25,3,539.84,37.736,4359.967,4195.195,,
7,1,11,664,265,25,4.1,933.133,44.421,7285.161,7004.452,,
7,1,12,844,129,23.8,6.1,964.351,40.672,7674.785,7376.232,,
7,1,13,625,241,22.2,5.1,831.088,38.475,6684.799,6430.479,,
7,1,14,748,142,21.6,5.1,754.041,36.199,6114.849,5884.342,,
7,1,15,455,259,21.1,3.6,550.238,33.618,4486.751,4317.614,,
7,1,16,776,72,21.6,3,415.643,31.32,3240.682,3111.856,,
7,1,17,647,51,21.1,2,188.115,25.799,1265.146,1188.398,,
7,1,18,357,29,21.1,0,21.406,21.412,187.021,132.574,,
7,1,19,16,0,19.4,2.5,0,19.4,0,0,,
7,1,20,0,0,17.7,2.5,0,17.7,0,0,,
7,1,21,0,0,17.2,2,0,17.2,0,0,,
7,1,22,0,0,17.2,1.5,0,17.2,0,0,,
7,1,23,0,0,17.2,2,0,17.2,0,0,,
7,2,0,0,0,16.1,2,0,16.1,0,0,,
7,2,1,0,0,17.2,2,0,17.2,0,0,,
7,2,2,0,0,17.2,0,0,17.2,0,0,,
7,2,3,0,0,17.2,0,0,17.2,0,0,,
7,2,4,0,0,17.2,0,0,17.2,0,0,,
7,2,5,2,42,17.2,0,38.218,15.08,343.682,286.263,,
7,2,6,0,96,17.7,2,90.068,18.402,797.861,731.31,,
7,2,7,39,226,17.7,2.5,230.486,22.109,1995.369,1901.062,,
7,2,8,66,291,17.7,0,321.887,30.237,2690.223,2577.366,,
7,2,9,88,424,18.8,2.5,483.804,30.203,4052.399,3897.969,,
7,2,10,95,285,19.4,3.6,371.636,27.395,3156.562,3030.249,,
7,2,11,574,342,20.5,4.1,920.754,39.449,7373.452,7088.749,,
7,2,12,611,340,20.5,5.1,955.51,39.06,7666.783,7368.603,,
7,2,13,706,237,21.1,4.1,902.526,40.766,7175.825,6900.022,,
7,2,14,662,227,21.6,5.1,770.461,36.623,6238.1,6002.546,,
7,2,15,574,212,20,5.1,582.142,31.21,4792.939,4613.013,,
7,2,16,485,159,18.8,3.6,368.868,26.951,2997.321,2875.695,,
7,2,17,345,101,18,1.8,167.305,22.115,1269.867,1193.012,,
7,2,18,87,44,17.2,0,37.499,17.787,333.114,275.898,,
7,2,19,0,0,15.5,2.5,0,15.5,0,0,,
7,2,20,0,0,15,0,0,15,0,0,,
7,2,21,0,0,15,0,0,15,0,0,,
7,2,22,0,0,15,1.5,0,15,0,0,,
7,2,23,0,0,15,0,0,15,0,0,,
7,3,0,0,0,15.5,0,0,15.5,0,0,,
7,3,1,0,0,15.5,0,0,15.5,0,0,,
7,3,2,0,0,15.5,2,0,15.5,0,0,,
7,3,3,0,0,16.1,1.5,0,16.1,0,0,,
7,3,4,0,0,16.1,1.5,0,16.1,0,0,,
7,3,5,0,18,16.1,0,17.043,12.948,154.724,100.878,,
7,3,6,0,50,16.2,2.1,47.43,15.624,425.48,366.472,,
7,3,7,0,113,16.6,4.1,107.216,17.552,953.448,883.592,,
7,3,8,0,162,17.7,0,154.196,22.582,1339.912,1261.458,,
7,3,9,0,203,18.8,2.5,193.959,22.483,1686.215,1599.585,,
7,3,10,0,275,20.5,2,264.055,26.488,2252.896,2151.923,,
7,3,11,252,454,22.2,4.6,709.237,35.819,5783.707,5566.48,,
7,3,12,804,184,22.2,5.6,986.658,40.041,7877.519,7569.459,,
7,3,13,837,169,22,5.9,953.38,39.078,7644.612,7347.461,,
7,3,14,826,134,21.6,6.1,810.147,35.818,6581.88,6331.95,,
7,3,15,671,164,20.5,5.6,600.359,31.469,4928.319,4743.511,,
7,3,16,515,133,19.4,4.1,359.366,26.996,2907.287,2788.267,,
7,3,17,363,93,18.8,3.6,164.154,21.845,1234.3,1158.251,,
7,3,18,243,36,17.7,3.6,27.488,17.154,244.887,189.352,,
7,3,19,2,0,16.1,2.5,0,16.1,0,0,,
7,3,20,0,0,15.5,1.5,0,15.5,0,0,,
7,3,21,0,0,15,1.5,0,15,0,0,,
7,3,22,0,0,15,0,0,15,0,0,,
7,3,23,0,0,15.5,1.5,0,15.5,0,0,,
7,4,0,0,0,15.5,0,0,15.5,0,0,,
7,4,1,0,0,15.5,0,0,15.5,0,0,,
7,4,2,0,0,15.5,1.5,0,15.5,0,0,,
7,4,3,0,0,15.5,0,0,15.5,0,0,,
7,4,4,0,0,15.5,0,0,15.5,0,0,,
7,4,5,0,23,15.2,0,21.793,12.217,198.498,143.836,,
7,4,6,0,58,15.5,0,55.046,14.326,496.679,436.269,,
7,4,7,0,132,16.6,1.5,125.091,18.444,1107.897,1034.672,,
7,4,8,0,161,17.7,2,153.246,20.436,1344.935,1266.365,,
7,4,9,0,240,18.8,1.5,229.544,24.147,1980.149,1886.228,,
7,4,10,163,332,20,1.5,481.305,32.78,3983.141,3830.991,,
7,4,11,281,376,21.1,4.6,659.801,34.098,5426.396,5223.042,,
7,4,12,801,185,21.6,5.1,985.017,40.319,7853.378,7546.458,,
7,4,13,759,203,22.2,6.1,914.929,38.271,7366.375,7081.994,,
7,4,14,833,149,22.2,5.6,831.319,37.521,6697.479,6442.616,,
7,4,15,782,131,21.6,5.6,640.011,33.331,5199.478,5004.688,,
7,4,16,694,106,20.5,4.6,412.961,28.779,3283.217,3153.11,,
7,4,17,534,74,19.4,5.1,184.756,22.381,1317.969,1240.018,,
7,4,18,212,38,18.3,4.1,29.085,17.856,258.287,202.499,,
7,4,19,2,0,16.6,3,0,16.6,0,0,,
7,4,20,0,0,15.5,2,0,15.5,0,0,,
7,4,21,0,0,15,0,0,15,0,0,,
7,4,22,0,0,15,0,0,15,0,0,,
7,4,23,0,0,15.5,0,0,15.5,0,0,,
7,5,0,0,0,15.5,0,0,15.5,0,0,,
7,5,1,0,0,15.5,0,0,15.5,0,0,,
7,5,2,0,0,15.5,2,0,15.5,0,0,,
7,5,3,0,0,15.5,0,0,15.5,0,0,,
7,5,4,2,0,15.5,1.5,0,15.5,0,0,,
7,5,5,0,22,16.1,2,20.843,14.711,187.744,133.283,,
7,5,6,0,76,16.6,0,71.816,16.298,642.277,578.94,,
7,5,7,0,140,17.2,2,132.604,19.179,1170.508,1095.891,,
7,5,8,0,198,18.3,0,188.509,24.87,1620.654,1535.605,,
7,5,9,0,245,19.4,3,234.368,23.929,2023.829,1928.798,,
7,5,10,382,442,20.5,3,798.59,38.292,6430.543,6186.996,,
7,5,11,527,313,22.7,2.5,846.01,43.971,6620.419,6368.85,,
7,5,12,775,198,22.7,4.1,972.498,43.551,7626.658,7330.34,,
7,5,13,741,243,22.2,5.1,942.195,40.592,7497.914,7207.532,,
7,5,14,722,207,21.6,6.1,800.883,35.643,6515.328,6268.215,,
7,5,15,850,98,21.6,5.1,650.821,34.185,5259.661,5062.619,,
7,5,16,776,79,20.5,5.1,424.399,28.499,3360.804,3228.344,,
7,5,17,636,56,19.4,5.1,191.803,22.536,1323.244,1245.172,,
7,5,18,327,31,17.7,5.1,23.204,17.163,206.71,151.894,,
7,5,19,1,0,16.1,2,0,16.1,0,0,,
7,5,20,0,0,16.1,2,0,16.1,0,0,,
7,5,21,0,0,16.1,2,0,16.1,0,0,,
7,5,22,0,0,16.1,2,0,16.1,0,0,,
7,5,23,0,0,16.1,0,0,16.1,0,0,,
7,6,0,0,0,15.5,2,0,15.5,0,0,,
7,6,1,0,0,15.5,0,0,15.5,0,0,,
7,6,2,0,0,15.5,0,0,15.5,0,0,,
7,6,3,0,0,15.7,0,0,15.7,0,0,,
7,6,4,0,0,16.1,0,0,16.1,0,0,,
7,6,5,44,42,16.1,0,35.777,13.804,323.573,266.541,,
7,6,6,0,66,16.6,2,62.596,16.51,559.29,497.631,,
7,6,7,0,128,17.7,1.5,121.331,19.486,1069.494,997.114,,
7,6,8,465,237,19.4,0,534.001,38.543,4245.663,4084.776,,
7,6,9,283,317,21.1,4.1,544.886,32.502,4507.561,4337.702,,
7,6,10,742,220,21.6,3.6,918.191,41.622,7268.384,6988.431,,
7,6,11,793,192,21.6,5.1,983.839,40.695,7829.029,7523.257,,
7,6,12,327,456,21.6,5.4,786.17,36.524,6388.696,6146.898,,
7,6,13,464,336,21.1,5.6,776.54,35.241,6348.24,6108.128,,
7,6,14,581,222,21,5.4,701.638,34.054,5754.479,5538.405,,
7,6,15,644,194,20.5,5.1,613.404,32.204,5022.663,4834.414,,
7,6,16,434,182,19.4,5.1,369.171,26.263,3025.746,2903.29,,
7,6,17,398,90,17.7,5.1,169.627,20.293,1272.354,1195.443,,
7,6,18,38,51,17.2,4.1,43.774,17.027,390.202,331.883,,
7,6,19,0,0,16.1,2.5,0,16.1,0,0,,
7,6,20,0,0,16.1,0,0,16.1,0,0,,
7,6,21,0,0,16.1,0,0,16.1,0,0,,
7,6,22,0,0,15.5,0,0,15.5,0,0,,
7,6,23,0,0,15.5,0,0,15.5,0,0,,
7,7,0,0,0,15.5,2,0,15.5,0,0,,
7,7,1,0,0,15.5,1.5,0,15.5,0,0,,
7,7,2,0,0,15.5,1.5,0,15.5,0,0,,
7,7,3,0,0,15,0,0,15,0,0,,
7,7,4,0,0,15,0,0,15,0,0,,
7,7,5,6,45,14.7,0,40.201,12.537,365.639,307.796,,
7,7,6,0,51,15,0,48.382,13.764,437.652,378.407,,
7,7,7,0,96,15.5,0,91.182,16.713,813.948,747.059,,
7,7,8,0,164,16.4,0.8,156.115,19.829,1373.937,1294.699,,
7,7,9,0,204,17.2,1.5,194.944,21.535,1702.237,1615.217,,
7,7,10,0,231,18.3,4.1,221.508,22.088,1929.248,1836.613,,
7,7,11,0,246,18.8,4.1,236.49,22.971,2051.305,1955.571,,
7,7,12,366,278,20,4.6,652.875,32.416,5413.727,5210.857,,
7,7,13,711,235,20,5.1,907.341,37.229,7343.819,7060.46,,
7,7,14,201,297,19.6,5.1,460.468,28.688,3881.593,3732.754,,
7,7,15,79,171,18.8,5.1,218.075,22.494,1886.901,1795.328,,
